"","ENCUESTADORA/COMISIONADO","ENCUESTADORA/PUBLICA","TRABAJO CAMPO","MUESTRA","PARTICIPACION","PSOE","PP","Vox","UP","Cs","Mas Pais","VENTAJA"
"2","GAD3/ABC","<a href= https://www.abc.es/espana/abci-pp-recupera-primera-posicion-madrid-202006080822_noticia.html target=""_blank"" rel=""noreferrer nofollow""> GAD3/ABC </a>","18 May-5 Jun 2020","","","","","","","","",""
