"","ENCUESTADORA/COMISIONADO","ENCUESTADORA/PUBLICA","TRABAJO CAMPO","MUESTRA","PARTICIPACION","PSdeG-PSOE","PP","EC","BNG","Vox","Cs","VENTAJA"
"2","Sondaxe/La Voz de Galicia","<a href= https://www.lavozdegalicia.es/noticia/espana/2020/10/11/bngarrebataria-escano-psoe-pontevedra-generales/00031602418402475140565.htm target=""_blank"" rel=""noreferrer nofollow"" style="" color:#000000"" text-decoration:="" underline""> Sondaxe/La Voz de Galicia </a>","1-7 Oct 2020","","","26.3","","","13.2","","",""
