"","ENCUESTADORA/COMISIONADO","ENCUESTADORA/PUBLICA","TRABAJO CAMPO","MUESTRA","PARTICIPACION","PP","PSOE","Vox","UP","Cs","VENTAJA"
"2","Sigma Dos/RTVCyL","<a href= https://www.rtvcyl.es/noticia/7111A365-03BA-7EF9-EB1E21D36E009BB3/20200528 target=""_blank"" rel=""noreferrer nofollow""> Sigma Dos/RTVCyL </a>","14-19 May 2020","1200","","34.8","32.1","11.7","9.2","7.3","2.7"
