"","ENCUESTADORA/COMISIONADO","ENCUESTADORA/PUBLICA","TRABAJO CAMPO","MUESTRA","PARTICIPACION","PSOE","PP","Vox","UP","Cs","Compromis ()","VENTAJA"
"2","Demoscopia y Servicios/ESdiario","<a href= https://www.esdiario.com/348568448/Sondeo-Esdiario-el-PP-recupera-la-primera-plaza-en-las-Generales.html target=""_blank"" rel=""noreferrer nofollow"" style="" color:#000000"" text-decoration: underline> Demoscopia y Servicios/ESdiario </a>","17-19 Jun 2020","","","26.3","28.6","18.7","14.9","6.3","3.9","2.3"
